"","animalid","Sex","Neutered","Breed","CauseDeath","Method.of.death","dateBirth","dateDeath"
"18619",1841967,"Male","Entire","Crossbreed","Kidney disease","Euthanasia",2004-10-08,2017-11-08
"18620",3872801,"Female","Neutered","Sprocker","Brain disorder","Euthanasia",2005-01-05,2018-02-05
"18621",11505617,"Female","Neutered","Boxer","Thin","Euthanasia",2003-01-08,2016-01-08
"18622",12380478,"Male","Neutered","Cavalier King Charles Spaniel","Heart disease","Euthanasia",2005-01-04,2018-02-04
"18623",11549784,"Male","Entire","Crossbreed","Collapsed","Euthanasia",2003-11-08,2016-11-08
"18625",11499928,"Male","Entire","German Shepherd Dog","Lower respiratory tract disorder","Euthanasia",2003-02-09,2016-02-09
"18626",3828156,"Male","Entire","Greyhound","Disorder not diagnsosed","Euthanasia",2003-04-04,2016-04-04
"18635",7078446,"Male","Neutered","Shih-tzu","Incontinence","Euthanasia",2003-02-11,2016-03-11
"18636",7724433,"Male","Neutered","Crossbreed","Mass","Euthanasia",2003-02-12,2016-03-12
"18638",11332369,"Male","Neutered","Labrador Retriever","Musculoskeletal disorder","Euthanasia",2003-05-11,2016-06-11
"18639",11496844,"Female","Neutered","Crossbreed","Mass","Euthanasia",2003-08-11,2016-09-11
"18642",3559289,"Male","Entire","Staffordshire Bull Terrier","Mass","Euthanasia",2003-07-03,2016-08-03
"18644",6852121,"Male","Entire","Yorkshire Terrier","Musculoskeletal disorder","Euthanasia",2003-04-08,2016-05-08
"18647",2282448,"Female","Entire","Greyhound","Brain disorder","Euthanasia",2003-06-08,2016-07-08
"18650",3886144,"Female","Neutered","Collie","Collapsed","Euthanasia",2003-09-05,2016-10-05
"18654",3836011,"Male","Entire","Jack Russell Terrier","Disorder not diagnsosed","Unassisted",2004-06-10,2017-08-10
"18662",11503326,"Male","Entire","Labrador Retriever","Incontinence","Euthanasia",2003-01-11,2016-03-11
"18664",7082004,"Male","Neutered","Beagle","Behaviour disorder","Euthanasia",2003-04-11,2016-06-11
"18668",6918158,"Male","Entire","Shih-tzu","Heart disease","Euthanasia",2003-07-09,2016-09-09
"18669",2352914,"Male","Neutered","Crossbreed","Appetite disoder","Euthanasia",2004-07-09,2017-10-09
"18670",6897533,"Male","Neutered","Grand Basset Griffon Vendeen","Disorder not diagnsosed","Euthanasia",2003-01-10,2016-03-10
"18672",3251659,"Male","Neutered","Collie","Mass","Euthanasia",2006-01-07,2019-04-07
"18673",11648738,"Male","Neutered","Dalmatian","Enteropathy","Euthanasia",2005-06-04,2018-09-04
"18678",11589433,"Female","Entire","Labrador Retriever","Disorder not diagnsosed","Euthanasia",2003-01-10,2016-03-10
"18679",11587298,"Female","Neutered","Shih-tzu","Brain disorder","Euthanasia",2003-09-04,2016-11-04
"18681",3816028,"Female","Entire","Miniature Schnauzer","Endocrine system disorder","Euthanasia",2005-06-03,2018-10-03
"18682",11885190,"Male","Neutered","American Cocker Spaniel","Upper respiratory tract disorder","Euthanasia",2003-09-12,2016-12-12
"18685",2041239,"Male","Entire","Labrador Retriever","Brain disorder","Euthanasia",2004-02-01,2017-05-01
"18686",7084042,"Female","Entire","Crossbreed","Collapsed","Euthanasia",2003-07-11,2016-10-11
"18687",12341854,"Male","Entire","Crossbreed","Kidney disease","Euthanasia",2003-01-02,2016-05-02
"18688",12187478,"Female","Entire","German Shepherd Dog","Collapsed","Euthanasia",2003-08-01,2016-12-01
"18689",11783125,"Male","Entire","Golden Retriever","Collapsed","Unassisted",2003-03-03,2016-06-03
"18693",11557380,"Female","Neutered","Staffordshire Bull Terrier","Neoplasia","Euthanasia",2004-08-04,2017-12-04
"18695",11362411,"Male","Neutered","Weimaraner","Peripheral nervous system disorder","Euthanasia",2004-08-07,2017-12-07
"18702",12370240,"Male","Neutered","Cavalier King Charles Spaniel","Disorder not diagnsosed","Euthanasia",2004-01-03,2017-06-03
"18703",1633026,"Male","Neutered","Crossbreed","Collapsed","Unassisted",2003-01-02,2016-06-02
"18704",3805217,"Male","Entire","German Shepherd Dog","Disorder not diagnsosed","Unassisted",2005-01-03,2018-06-03
"18706",6909085,"Male","Neutered","Crossbreed","Musculoskeletal disorder","Euthanasia",2004-01-09,2017-06-09
"18707",11888311,"Female","Neutered","West Highland White Terrier","Upper respiratory tract disorder","Unassisted",2004-01-07,2017-06-07
"18710",2042543,"Female","Neutered","Border Collie","Disorder not diagnsosed","Unrecorded",2004-05-02,2017-10-02
"18713",3864658,"Male","Neutered","Crossbreed","Musculoskeletal disorder","Euthanasia",2003-02-11,2016-07-11
"18715",1851327,"Male","Neutered","British Bulldog","Disorder not diagnsosed","Unassisted",2005-04-04,2018-10-04
"18716",6752418,"Male","Entire","Springer Spaniel - Unspecified","Lethargy","Euthanasia",2003-03-07,2016-08-07
"18718",6857504,"Male","Entire","Crossbreed","Incontinence","Euthanasia",2003-06-08,2016-11-08
"18719",11307001,"Female","Neutered","Cavalier King Charles Spaniel","Disorder not diagnsosed","Euthanasia",2003-02-02,2016-09-02
"18726",12342356,"Female","Neutered","Cavalier King Charles Spaniel","Ophthalmological disorder","Euthanasia",2003-01-07,2016-07-07
"18729",11782902,"Female","Entire","West Highland White Terrier","Disorder not diagnsosed","Euthanasia",2003-04-02,2016-12-02
"18731",12406811,"Male","Neutered","Labrador Retriever","Disorder not diagnsosed","Euthanasia",2004-01-03,2017-09-03
"18733",11961981,"Female","Entire","Parson Russell Terrier","Behaviour disorder","Euthanasia",2004-01-06,2017-09-06
"18734",6913620,"Female","Neutered","Jack Russell Terrier","Ophthalmological disorder","Euthanasia",2003-05-09,2016-12-09
"18735",2346036,"Female","Entire","Crossbreed","Brain disorder","Euthanasia",2004-01-04,2017-09-04
"18736",3991264,"Female","Neutered","English Springer Spaniel","Disorder not diagnsosed","Euthanasia",2004-01-08,2017-09-08
"18740",12326769,"Female","Neutered","Crossbreed","Brain disorder","Euthanasia",2005-03-02,2018-12-02
"18745",3859844,"Female","Neutered","Basset Hound","Behaviour disorder","Euthanasia",2005-01-06,2018-10-06
"18749",3270704,"Female","Entire","Crossbreed","Enteropathy","Euthanasia",2003-01-04,2016-09-04
"18759",7053026,"Male","Entire","Golden Retriever","Musculoskeletal disorder","Euthanasia",2003-02-10,2016-11-10
"18767",3825266,"Female","Entire","Staffordshire Bull Terrier","Brain disorder","Euthanasia",2003-02-04,2016-12-04
"18779",1042743,"Male","Entire","Beagle","Disorder not diagnsosed","Euthanasia",2003-01-05,2016-12-05
"18783",12356696,"Female","Neutered","Staffordshire Bull Terrier","Disorder not diagnsosed","Euthanasia",2003-01-08,2016-12-08
"18848",3379281,"Female","Neutered","Crossbreed","Disorder not diagnsosed","Euthanasia",2003-10-02,2016-01-03
"18863",7724492,"Female","Neutered","Crossbreed","Disorder not diagnsosed","Unassisted",2003-12-12,2017-02-01
"18864",3767893,"Male","Neutered","Crossbreed","Disorder not diagnsosed","Euthanasia",2005-10-01,2018-01-02
"18870",3564512,"Female","Neutered","Golden Retriever","Enteropathy","Euthanasia",2003-12-03,2016-02-04
"18884",1836394,"Female","Entire","Labrador Retriever","Musculoskeletal disorder","Euthanasia",2004-07-04,2017-01-05
"18902",1855385,"Female","Entire","Crossbreed","Neoplasia","Euthanasia",2003-10-07,2016-04-08
"18903",1850223,"Female","Neutered","Greyhound","Collapsed","Euthanasia",2005-09-03,2018-04-04
"18904",2470504,"Female","Neutered","Labrador Retriever","Disorder not diagnsosed","Euthanasia",2004-08-08,2017-03-09
"18905",2231077,"Female","Neutered","Greyhound","Disorder not diagnsosed","Euthanasia",2004-09-09,2017-05-10
"18907",12187709,"Female","Entire","Irish Staffordshire Bull Terrier","Mass","Euthanasia",2003-07-04,2016-02-05
"18911",11508626,"Female","Neutered","Cocker Spaniel","Mass","Euthanasia",2004-09-06,2017-06-07
"18912",2195066,"Male","Neutered","German Short-Haired Pointer","Thin","Euthanasia",2003-08-10,2016-03-11
"18913",1558064,"Male","Neutered","Rottweiler","Disorder not diagnsosed","Unassisted",2004-10-07,2017-06-08
"18914",3559314,"Male","Entire","Labrador Retriever","Collapsed","Euthanasia",2005-07-03,2018-03-04
"18915",2088052,"Female","Neutered","West Highland White Terrier","Disorder not diagnsosed","Unassisted",2004-06-08,2017-02-09
"18917",11374772,"Female","Neutered","Jack Russell Terrier","Liver disorder","Euthanasia",2003-09-09,2016-06-10
"18926",11577221,"Female","Neutered","Crossbreed","Disorder not diagnsosed","Euthanasia",2003-12-09,2016-09-10
"18927",11468652,"Female","Neutered","Beagle","Mass","Euthanasia",2006-12-09,2019-10-10
"18928",1230740,"Female","Neutered","Basset Hound","Heart disease","Euthanasia",2003-11-06,2016-08-07
"18932",11549186,"Female","Neutered","Lurcher","Heart disease","Euthanasia",2004-02-04,2017-01-05
"18937",11307621,"Female","Neutered","Crossbreed","Disorder not diagnsosed","Euthanasia",2003-10-05,2016-07-06
"18941",11382565,"Male","Neutered","Podenco","Disorder not diagnsosed","Unassisted",2005-10-04,2018-10-05
"18943",3830582,"Male","Entire","Yorkshire Terrier","Kidney disease","Euthanasia",2003-05-04,2016-04-05
"18946",2335061,"Female","Neutered","Staffordshire Bull Terrier","Liver disorder","Euthanasia",2003-05-05,2016-03-06
"18951",3512410,"Male","Neutered","Jack Russell Terrier","Liver disorder","Euthanasia",2003-08-01,2016-08-02
"18954",2009402,"Female","Neutered","Crossbreed","Appetite disoder","Euthanasia",2003-03-05,2016-02-06
"18956",11495780,"Male","Entire","Terrier","Collapsed","Euthanasia",2003-10-08,2016-09-09
"18957",12380239,"Female","Neutered","German Shepherd Dog","Collapsed","Euthanasia",2004-01-08,2017-01-09
"18958",12337540,"Female","Neutered","Golden Retriever","Spinal arthropathy","Euthanasia",2003-06-09,2016-06-10
"18960",2389361,"Male","Entire","Patterdale Terrier","Mass","Euthanasia",2004-02-11,2017-04-12
"18961",2905447,"Female","Neutered","Cairn Terrier","Poor quality of life","Euthanasia",2003-04-12,2017-04-01
"18962",894193,"Female","Neutered","Border Collie","Mass","Euthanasia",2003-06-01,2016-07-02
"18964",11788859,"Female","Neutered","Bichon Frise","Poor quality of life","Euthanasia",2004-01-06,2017-03-07
"18965",1509158,"Female","Neutered","Shih-tzu","Collapsed","Euthanasia",2005-01-04,2018-03-05
"18967",2380750,"Female","Entire","Staffordshire Bull Terrier","Lower respiratory tract disorder","Euthanasia",2004-01-04,2017-03-05
"18968",1626055,"Female","Neutered","Border Collie","Collapsed","Euthanasia",2003-01-03,2016-01-04
"18969",11784398,"Female","Entire","Bulldog","Urinary system disorder","Euthanasia",2003-01-07,2016-01-08
"18973",7020159,"Male","Neutered","Labrador Retriever","Collapsed","Euthanasia",2003-11-10,2016-11-11
"18977",11643423,"Male","Entire","Staffordshire Bull Terrier","Neoplasia","Euthanasia",2004-01-09,2017-04-10
"18983",3822603,"Male","Entire","Springer Spaniel - Unspecified","Spinal cord disorder","Euthanasia",2003-01-04,2016-03-05
"18986",11513300,"Female","Neutered","Siberian Husky","Dental disorder","Euthanasia",2005-04-05,2018-07-06
"18990",3175236,"Male","Entire","Yorkshire Terrier","Collapsed","Euthanasia",2004-04-11,2017-09-12
"18997",7395571,"Female","Neutered","Irish Terrier","Mass","Euthanasia",2004-04-07,2017-08-08
"19000",6912996,"Female","Neutered","Standard Poodle","Poor quality of life","Euthanasia",2005-04-03,2018-08-04
"19003",1584498,"Male","Entire","Labrador Retriever","Endocrine system disorder","Euthanasia",2004-03-07,2017-07-08
"19005",12330734,"Male","Entire","Crossbreed","Musculoskeletal disorder","Euthanasia",2004-01-06,2017-06-07
"19006",1845597,"Female","Neutered","Border Collie","Collapsed","Euthanasia",2004-01-11,2017-07-12
"19008",3255584,"Male","Neutered","Yorkshire Terrier","Collapsed","Unassisted",2005-04-03,2018-09-04
"19013",11401034,"Male","Neutered","Old English Sheepdog","Disorder not diagnsosed","Unassisted",2002-04-12,2016-09-01
"19016",11502554,"Male","Neutered","Labrador Retriever","Abdominal disease","Euthanasia",2005-01-02,2018-10-03
"19019",11580647,"Female","Neutered","Yorkshire Terrier","Disorder not diagnsosed","Unassisted",2004-02-06,2017-09-07
"19021",11633292,"Male","Neutered","Dalmatian","Spinal cord disorder","Euthanasia",2003-06-06,2016-12-07
"19028",3557598,"Male","Entire","Rottweiler","Collapsed","Euthanasia",2005-04-03,2018-11-04
"19033",3563633,"Female","Entire","Shih-tzu","Disorder not diagnsosed","Euthanasia",2005-01-02,2018-12-03
"19039",11505232,"Male","Neutered","Crossbreed","Poor quality of life","Euthanasia",2003-01-07,2016-09-08
"19041",11363782,"Male","Neutered","Cocker Spaniel","Spinal cord disorder","Euthanasia",2005-02-03,2018-11-04
"19049",2216868,"Male","Neutered","Lurcher","Disorder not diagnsosed","Euthanasia",2003-01-04,2016-11-05
"19056",1607226,"Male","Neutered","Jack Russell Terrier","Disorder not diagnsosed","Euthanasia",2002-01-12,2016-12-01
"19057",12373727,"Male","Neutered","Springer Spaniel - Unspecified","Brain disorder","Euthanasia",2003-01-01,2016-12-02
"19061",6899893,"Female","Neutered","Crossbreed","Mass","Euthanasia",2003-01-08,2016-11-09
"19068",6749027,"Male","Entire","Boxer","Thin","Euthanasia",2003-01-06,2016-12-07
"19070",12337140,"Male","Neutered","Labrador Retriever","Pancreatic disorder","Euthanasia",2003-01-04,2016-12-05
"19074",12489626,"Male","Neutered","German Short-Haired Pointer","Appetite disoder","Euthanasia",2003-01-10,2016-12-11
"19135",11318905,"Male","Neutered","English Springer Spaniel","Lower respiratory tract disorder","Euthanasia",2003-11-02,2016-01-04
"19165",2000324,"Male","Entire","Scottish Smooth Collie","Neoplasia","Euthanasia",2002-10-12,2016-02-02
"19167",3513899,"Female","Entire","Dachshund","Behaviour disorder","Euthanasia",2003-10-01,2016-04-03
"19169",1668772,"Female","Neutered","West Highland White Terrier","Kidney disease","Euthanasia",2003-10-03,2016-02-05
"19180",11370785,"Male","Neutered","Boxer","Neoplasia","Euthanasia",2003-12-05,2016-05-07
"19185",11373468,"Male","Neutered","Lhasa Apso","Lower respiratory tract disorder","Euthanasia",2003-08-06,2016-02-08
"19198",3179299,"Male","Neutered","Bichon Frise","Neoplasia","Euthanasia",2005-05-11,2019-02-01
"19200",11560544,"Male","Neutered","Greyhound","Dental disorder","Euthanasia",2004-09-09,2017-06-11
"19206",11501615,"Male","Entire","Irish Red Setter","Disorder not diagnsosed","Euthanasia",2004-09-02,2017-07-04
"19209",11543704,"Male","Neutered","Crossbreed","Neoplasia","Euthanasia",2003-10-07,2016-05-09
"19214",1845882,"Male","Entire","West Highland White Terrier","Dental disorder","Euthanasia",2004-10-11,2018-08-01
"19215",11644544,"Male","Entire","West Highland White Terrier","Abdominal disease","Euthanasia",2004-03-10,2017-01-12
"19217",3954393,"Female","Entire","Crossbreed","Brain disorder","Euthanasia",2005-11-01,2018-11-03
"19227",11582789,"Male","Entire","Crossbreed","Disorder not diagnsosed","Euthanasia",2004-03-11,2018-02-01
"19228",2914059,"Female","Entire","German Shepherd Dog","Behaviour disorder","Euthanasia",2004-04-06,2017-03-08
"19231",11357163,"Female","Neutered","Crossbreed","Spinal cord disorder","Euthanasia",2002-02-11,2016-02-01
"19233",12355318,"Female","Neutered","Staffordshire Bull Terrier","Disorder not diagnsosed","Euthanasia",2004-01-01,2017-02-03
"19234",12379130,"Male","Entire","Yorkshire Terrier","Pancreatic disorder","Euthanasia",2004-04-11,2018-04-01
"19235",2414406,"Female","Entire","Crossbreed","Neoplasia","Euthanasia",2004-04-04,2017-04-06
"19239",11847937,"Female","Entire","Beagle","Heart disease","Euthanasia",2005-09-08,2018-09-10
"19240",2201849,"Female","Neutered","Crossbreed","Polyuria/polydipsia","Euthanasia",2004-05-05,2017-05-07
"19241",11314265,"Male","Entire","Labrador Retriever","Enteropathy","Euthanasia",2004-05-07,2017-04-09
"19244",7726910,"Male","Neutered","Jack Russell Terrier","Traumatic injury","Euthanasia",2004-12-12,2018-12-02
"19245",11549538,"Female","Neutered","Crossbreed","Collapsed","Euthanasia",2003-01-08,2016-01-10
"19248",11501459,"Male","Entire","Labrador Retriever","Enteropathy","Euthanasia",2004-04-11,2018-06-01
"19254",11360664,"Female","Neutered","English Springer Spaniel","Brain disorder","Euthanasia",2004-04-04,2017-06-06
"19255",2198778,"Male","Entire","Cocker Spaniel","Lower respiratory tract disorder","Euthanasia",2004-01-02,2017-04-04
"19256",11573629,"Female","Neutered","Greyhound","Spinal cord disorder","Euthanasia",2003-03-05,2016-04-07
"19264",11334728,"Female","Neutered","Shetland Sheepdog","Brain disorder","Euthanasia",2004-01-11,2018-05-01
"19265",1559018,"Female","Neutered","Cocker Spaniel","Poor quality of life","Euthanasia",2002-01-11,2016-05-01
"19267",12350593,"Female","Entire","Cavalier King Charles Spaniel","Collapsed","Euthanasia",2003-01-12,2017-03-02
"19268",12373692,"Female","Neutered","Staffordshire Bull Terrier","Musculoskeletal disorder","Euthanasia",2002-01-11,2016-05-01
"19269",12350606,"Female","Neutered","Crossbreed","Musculoskeletal disorder","Euthanasia",2003-04-12,2017-07-02
"19270",1245498,"Female","Entire","Staffordshire Bull Terrier","Lethargy","Euthanasia",2003-06-06,2016-09-08
"19273",11555423,"Female","Entire","Crossbreed","Disorder not diagnsosed","Euthanasia",2005-01-06,2018-05-08
"19275",12337171,"Female","Neutered","Crossbreed","Appetite disoder","Euthanasia",2003-01-05,2016-04-07
"19278",6884270,"Female","Neutered","Miniature Poodle","Brain disorder","Euthanasia",2004-01-04,2017-06-06
"19279",11842263,"Female","Neutered","Weimaraner","Collapsed","Euthanasia",2004-01-07,2017-05-09
"19281",1886439,"Female","Neutered","Crossbreed","Musculoskeletal disorder","Euthanasia",2003-01-08,2016-05-10
"19284",7347665,"Female","Entire","","Collapsed","Euthanasia",2004-03-05,2017-08-07
"19285",2225860,"Female","Neutered","Jack Russell Terrier","Thin","Euthanasia",2004-02-07,2017-06-09
"19289",11572491,"Male","Neutered","Chihuahua","Upper respiratory tract disorder","Euthanasia",2003-01-01,2016-08-03
"19291",12350147,"Male","Neutered","West Highland White Terrier","Lower respiratory tract disorder","Euthanasia",2003-03-11,2017-08-01
"19293",6939540,"Male","Neutered","Collie","Behaviour disorder","Euthanasia",2003-06-03,2016-11-05
